unique_id,block_num,unit_count,case_type_name,submission_year,block_address,occupancy_type,occupancy_or_vacancy_date,occupancy_or_vacancy_date_year,bedroom_count,bathroom_count,square_footage,monthly_rent,base_rent_includes_water,base_rent_includes_natural_gas,base_rent_includes_electricity,base_rent_includes_refuse_recycling,base_rent_includes_other_utilities,past_occupancy,vacancy_date,signature_date,occupancy_or_vacancy_date_history,year_property_built,point,analysis_neighborhood,supervisor_district,data_as_of,data_loaded_at,rent_min,rent_max,rent_avg
-3039685456519637395,7322,66,"Housing Inventory - Unit information (2024)",2024,"100 Block of GONZALEZ DR","Occupied by non-owner",2020/12/28,2020,1,1,"501-750 Sq.Ft",$2251-$2500,Y,N,N,Y,,No,,2024/03/09,,1942,"POINT (-122.475389583 37.717801129)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",2251,2500,2376
-3162363112822274070,7322,66,"Housing Inventory - Unit information (2024)",2024,"0 Block of DIAZ AVE","Occupied by non-owner",2022/11/03,2022,2,1,"751-1000 Sq.Ft",$3501-$3750,Y,N,N,Y,,No,,2024/03/09,,1942,"POINT (-122.476272172 37.718053588)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",3501,3750,3626
-6024704975222769838,7322,66,"Housing Inventory - Unit information (2024)",2024,"100 Block of GONZALEZ DR","Occupied by non-owner",2023/08/13,2023,2,1,"751-1000 Sq.Ft",$3501-$3750,Y,N,N,Y,,No,,2024/03/09,,1942,"POINT (-122.475389583 37.717801129)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",3501,3750,3626
-2566473179911744483,7322,66,"Housing Inventory - Unit information (2024)",2024,"100 Block of GONZALEZ DR","Occupied by non-owner",2022/12/17,2022,1,1,"501-750 Sq.Ft",$1751-$2000,Y,N,N,Y,,No,,2024/03/09,,1942,"POINT (-122.475389583 37.717801129)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",1751,2000,1876
2743721306416818361,7322,66,"Housing Inventory - Unit information (2024)",2024,"100 Block of GONZALEZ DR","Occupied by non-owner",2023/08/17,2023,1,1,"501-750 Sq.Ft",$2501-$2750,Y,N,N,Y,,No,,2024/03/09,,1942,"POINT (-122.475389583 37.717801129)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",2501,2750,2626
9214461595133032221,0336,54,"Housing Inventory - Unit information (2022)",2022,"500 Block of LARKIN ST","Occupied by non-owner",,,0,1,"251-500 Sq.Ft",1525,N,N,N,N,,No,,2022/06/22,,1912,"POINT (-122.417365507 37.782853685)",Tenderloin,5,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",NULL,NULL,NULL
2728352788256027041,7322,66,"Housing Inventory - Unit information (2024)",2024,"100 Block of GONZALEZ DR","Occupied by non-owner",2023/01/21,2023,2,1,"751-1000 Sq.Ft",$2751-$3000,Y,N,N,Y,,No,,2024/03/09,,1942,"POINT (-122.475389583 37.717801129)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",2751,3000,2876
-1261183809949134409,7322,66,"Housing Inventory - Unit information (2024)",2024,"100 Block of GONZALEZ DR","Occupied by non-owner",2023/07/15,2023,2,1,"751-1000 Sq.Ft",$3251-$3500,Y,N,N,Y,,No,,2024/03/09,,1942,"POINT (-122.475389583 37.717801129)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",3251,3500,3376
2043163105219582757,7322,66,"Housing Inventory - Unit information (2024)",2024,"100 Block of GONZALEZ DR","Occupied by non-owner",2023/05/15,2023,2,1,"751-1000 Sq.Ft",$3001-$3250,Y,N,N,Y,,No,,2024/03/09,,1942,"POINT (-122.475389583 37.717801129)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",3001,3250,3126
-9119666908685314798,7322,66,"Housing Inventory - Unit information (2024)",2024,"0 Block of DIAZ AVE","Occupied by non-owner",2020/05/18,2020,2,1,"751-1000 Sq.Ft",$3251-$3500,Y,N,N,Y,,No,,2024/03/09,,1942,"POINT (-122.476272172 37.718053588)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",3251,3500,3376
-8504514150784134221,7322,66,"Housing Inventory - Unit information (2024)",2024,"0 Block of JUAN BAUTISTA CIR","Occupied by non-owner",1994/08/05,1994,3,2,"1001-1250 Sq.Ft",$2001-$2250,N,N,N,N,,No,,2024/03/09,,1942,"POINT (-122.477151536 37.717792964)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",2001,2250,2126
5933244189819123379,7322,66,"Housing Inventory - Unit information (2024)",2024,"200 Block of GONZALEZ DR","Occupied by non-owner",2010/12/19,2010,2,1,"751-1000 Sq.Ft",$2251-$2500,Y,N,N,Y,,No,,2024/03/09,,1942,"POINT (-122.475647295 37.717156604)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",2251,2500,2376
-6415750147485287260,7322,66,"Housing Inventory - Unit information (2024)",2024,"200 Block of GONZALEZ DR","Occupied by non-owner",1993/08/01,1993,1,1,"501-750 Sq.Ft",$1251-$1500,N,N,N,N,,No,,2024/03/09,,1942,"POINT (-122.475647295 37.717156604)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",1251,1500,1376
-4298362169298101709,7322,66,"Housing Inventory - Unit information (2024)",2024,"200 Block of GONZALEZ DR","Occupied by non-owner",2018/08/25,2018,1,1,"501-750 Sq.Ft",$2751-$3000,Y,N,N,Y,,No,,2024/03/09,,1942,"POINT (-122.475647295 37.717156604)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",2751,3000,2876
-7708768538525004490,7322,66,"Housing Inventory - Unit information (2024)",2024,"0 Block of DIAZ AVE","Occupied by non-owner",2021/10/23,2021,2,1,"751-1000 Sq.Ft",$3251-$3500,Y,N,N,Y,,No,,2024/03/09,,1942,"POINT (-122.476272172 37.718053588)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",3251,3500,3376
6482021206680663874,0336,54,"Housing Inventory - Unit information (2022)",2022,"500 Block of LARKIN ST","Occupied by non-owner",,,1,1,"251-500 Sq.Ft",1500,N,N,N,N,,No,,2022/06/22,,1912,"POINT (-122.417365507 37.782853685)",Tenderloin,5,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",NULL,NULL,NULL
-6346013823593586471,7322,66,"Housing Inventory - Unit information (2024)",2024,"200 Block of GONZALEZ DR","Occupied by non-owner",2011/10/30,2011,2,1,"751-1000 Sq.Ft",$2501-$2750,Y,N,N,Y,,No,,2024/03/09,,1942,"POINT (-122.475647295 37.717156604)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",2501,2750,2626
-7804425261988787259,7322,66,"Housing Inventory - Unit information (2024)",2024,"200 Block of GONZALEZ DR","Occupied by non-owner",2022/04/01,2022,2,1,"751-1000 Sq.Ft",$4001-$4250,Y,N,N,Y,,No,,2024/03/09,,1942,"POINT (-122.475647295 37.717156604)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",4001,4250,4126
-1446449215248903362,7322,66,"Housing Inventory - Unit information (2024)",2024,"200 Block of GONZALEZ DR","Occupied by non-owner",2023/02/11,2023,2,1,"751-1000 Sq.Ft",$2751-$3000,Y,N,N,Y,,No,,2024/03/09,,1942,"POINT (-122.475647295 37.717156604)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",2751,3000,2876
-1564475741134376692,7322,66,"Housing Inventory - Unit information (2024)",2024,"200 Block of GONZALEZ DR","Occupied by non-owner",1985/12/26,1985,1,1,"501-750 Sq.Ft",$1001-$1250,N,N,N,N,,No,,2024/03/09,,1942,"POINT (-122.475647295 37.717156604)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",1001,1250,1126
4086590633187881949,7322,66,"Housing Inventory - Unit information (2024)",2024,"200 Block of GONZALEZ DR","Occupied by non-owner",2014/02/09,2014,1,1,"501-750 Sq.Ft",$2501-$2750,Y,N,N,Y,,No,,2024/03/09,,1942,"POINT (-122.475647295 37.717156604)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",2501,2750,2626
645009034661079043,7322,66,"Housing Inventory - Unit information (2024)",2024,"200 Block of GONZALEZ DR","Occupied by non-owner",2014/03/22,2014,1,1,"501-750 Sq.Ft",$2501-$2750,Y,N,N,Y,,No,,2024/03/09,,1942,"POINT (-122.475647295 37.717156604)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",2501,2750,2626
5339572945285300767,7322,66,"Housing Inventory - Unit information (2024)",2024,"200 Block of GONZALEZ DR","Occupied by non-owner",2020/12/04,2020,1,1,"751-1000 Sq.Ft",$2251-$2500,Y,N,N,Y,,No,,2024/03/09,,1942,"POINT (-122.475647295 37.717156604)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",2251,2500,2376
54000267668799153,7322,66,"Housing Inventory - Unit information (2024)",2024,"200 Block of GONZALEZ DR","Occupied by non-owner",2023/06/19,2023,1,1,"751-1000 Sq.Ft",$2751-$3000,Y,N,N,Y,,No,,2024/03/09,,1942,"POINT (-122.475647295 37.717156604)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",2751,3000,2876
1110855342828191861,7322,66,"Housing Inventory - Unit information (2024)",2024,"200 Block of GONZALEZ DR","Occupied by non-owner",2021/11/28,2021,1,1,"501-750 Sq.Ft",$2751-$3000,Y,N,N,Y,,No,,2024/03/09,,1942,"POINT (-122.475647295 37.717156604)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",2751,3000,2876
2077596095293638042,7322,66,"Housing Inventory - Unit information (2024)",2024,"0 Block of DIAZ AVE","Occupied by non-owner",2009/11/15,2009,2,1,"751-1000 Sq.Ft",$2001-$2250,Y,N,N,Y,,No,,2024/03/09,,1942,"POINT (-122.476272172 37.718053588)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",2001,2250,2126
-5113532092895798373,0336,54,"Housing Inventory - Unit information (2022)",2022,"500 Block of LARKIN ST","Occupied by non-owner",,,0,1,"251-500 Sq.Ft",1225,N,N,N,N,,No,,2022/06/22,,1912,"POINT (-122.417365507 37.782853685)",Tenderloin,5,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",NULL,NULL,NULL
6191649806660382813,7323,59,"Housing Inventory - Unit information (2024)",2024,"0 Block of CAMBON DR","Occupied by non-owner",2023/10/21,2023,1,1,"501-750 Sq.Ft",$2751-$3000,Y,N,N,Y,,No,,2024/03/09,,1942,"POINT (-122.474581567 37.71828676)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",2751,3000,2876
-8327324465153674456,7323,59,"Housing Inventory - Unit information (2024)",2024,"0 Block of CAMBON DR","Occupied by non-owner",2023/05/02,2023,2,1,"1001-1250 Sq.Ft",$3001-$3250,Y,N,N,Y,,No,,2024/03/09,,1942,"POINT (-122.474581567 37.71828676)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",3001,3250,3126
5114252636578946249,7323,59,"Housing Inventory - Unit information (2024)",2024,"0 Block of CAMBON DR","Occupied by non-owner",2004/03/20,2004,2,1,"751-1000 Sq.Ft",$2251-$2500,N,N,N,N,,No,,2024/03/09,,1942,"POINT (-122.474581567 37.71828676)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",2251,2500,2376
6244872360067367055,7323,59,"Housing Inventory - Unit information (2024)",2024,"0 Block of CAMBON DR","Occupied by non-owner",1993/06/01,1993,3,2,"1001-1250 Sq.Ft",$1001-$1250,N,N,N,N,,No,,2024/03/09,,1942,"POINT (-122.474581567 37.71828676)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",1001,1250,1126
7585054887252322156,7323,59,"Housing Inventory - Unit information (2024)",2024,"0 Block of CAMBON DR","Occupied by non-owner",1999/07/01,1999,3,2,"1001-1250 Sq.Ft",$1501-$1750,N,N,N,N,,No,,2024/03/09,,1942,"POINT (-122.474581567 37.71828676)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",1501,1750,1626
7894829507315974694,7323,59,"Housing Inventory - Unit information (2024)",2024,"0 Block of CAMBON DR","Occupied by non-owner",1955/04/16,1955,2,1,"751-1000 Sq.Ft",$1001-$1250,N,N,N,N,,No,,2024/03/09,,1942,"POINT (-122.474581567 37.71828676)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",1001,1250,1126
6369202206078965353,7323,59,"Housing Inventory - Unit information (2024)",2024,"0 Block of CASTELO AVE","Occupied by non-owner",2018/05/11,2018,1,1,"501-750 Sq.Ft",$2501-$2750,Y,N,N,Y,,No,,2024/03/09,,1942,"POINT (-122.474827217 37.717515889)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",2501,2750,2626
2463170592444461041,7323,59,"Housing Inventory - Unit information (2024)",2024,"0 Block of CAMBON DR","Occupied by non-owner",2022/10/15,2022,2,1,"751-1000 Sq.Ft",$2751-$3000,Y,N,N,Y,,No,,2024/03/09,,1942,"POINT (-122.474581567 37.71828676)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",2751,3000,2876
-6399741874665651323,7323,59,"Housing Inventory - Unit information (2024)",2024,"0 Block of CAMBON DR","Occupied by non-owner",2023/01/09,2023,2,1,"1001-1250 Sq.Ft",$2751-$3000,Y,N,N,Y,,No,,2024/03/09,,1942,"POINT (-122.474581567 37.71828676)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",2751,3000,2876
7676257571746421737,0336,54,"Housing Inventory - Unit information (2022)",2022,"500 Block of LARKIN ST","Occupied by non-owner",,,0,1,"251-500 Sq.Ft",1745,N,N,N,N,,No,,2022/06/22,,1912,"POINT (-122.417365507 37.782853685)",Tenderloin,5,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",NULL,NULL,NULL
-5502170026238889136,7323,59,"Housing Inventory - Unit information (2024)",2024,"0 Block of CAMBON DR","Occupied by non-owner",2023/01/20,2023,1,1,"501-750 Sq.Ft",$2251-$2500,Y,N,N,Y,,No,,2024/03/09,,1942,"POINT (-122.474581567 37.71828676)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",2251,2500,2376
8088484857288531647,7323,59,"Housing Inventory - Unit information (2024)",2024,"0 Block of CAMBON DR","Occupied by non-owner",2023/08/19,2023,1,1,"501-750 Sq.Ft",$2501-$2750,Y,N,N,Y,,No,,2024/03/09,,1942,"POINT (-122.474581567 37.71828676)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",2501,2750,2626
-7604098304276157612,7323,59,"Housing Inventory - Unit information (2024)",2024,"0 Block of CAMBON DR","Occupied by non-owner",2009/11/20,2009,2,1,"751-1000 Sq.Ft",$2251-$2500,Y,N,N,Y,,No,,2024/03/09,,1942,"POINT (-122.474581567 37.71828676)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",2251,2500,2376
7651340370647005024,7323,59,"Housing Inventory - Unit information (2024)",2024,"0 Block of CAMBON DR","Occupied by non-owner",2022/11/25,2022,2,1,"751-1000 Sq.Ft",$2751-$3000,Y,N,N,Y,,No,,2024/03/09,,1942,"POINT (-122.474581567 37.71828676)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",2751,3000,2876
-3502708688297120288,7323,59,"Housing Inventory - Unit information (2024)",2024,"300 Block of CARDENAS AVE","Occupied by non-owner",2021/12/13,2021,2,1,"751-1000 Sq.Ft",$3251-$3500,Y,N,N,Y,,No,,2024/03/09,,1942,"POINT (-122.47517466 37.718948127)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",3251,3500,3376
3935494188389045666,7323,59,"Housing Inventory - Unit information (2024)",2024,"0 Block of CAMBON DR","Occupied by non-owner",2023/08/22,2023,1,1,"751-1000 Sq.Ft",$2501-$2750,Y,N,N,Y,,No,,2024/03/09,,1942,"POINT (-122.474581567 37.71828676)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",2501,2750,2626
1081560143500894152,7323,59,"Housing Inventory - Unit information (2024)",2024,"0 Block of CASTELO AVE","Occupied by non-owner",2022/11/01,2022,1,1,"501-750 Sq.Ft",$2501-$2750,Y,N,N,Y,,No,,2024/03/09,,1942,"POINT (-122.474827217 37.717515889)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",2501,2750,2626
-8408936661811412053,7323,59,"Housing Inventory - Unit information (2024)",2024,"0 Block of CAMBON DR","Occupied by non-owner",2022/05/28,2022,1,1,"501-750 Sq.Ft",$2751-$3000,Y,N,N,Y,,No,,2024/03/09,,1942,"POINT (-122.474581567 37.71828676)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",2751,3000,2876
-5073179102355788551,7323,59,"Housing Inventory - Unit information (2024)",2024,"0 Block of CAMBON DR","Occupied by non-owner",2023/01/14,2023,1,1,"501-750 Sq.Ft",$2001-$2250,Y,N,N,Y,,No,,2024/03/09,,1942,"POINT (-122.474581567 37.71828676)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",2001,2250,2126
2725281227133299241,7323,59,"Housing Inventory - Unit information (2024)",2024,"0 Block of CAMBON DR","Occupied by non-owner",2022/12/03,2022,1,1,"501-750 Sq.Ft",$1501-$1750,Y,N,N,Y,,No,,2024/03/09,,1942,"POINT (-122.474581567 37.71828676)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",1501,1750,1626
4059193880481159794,0336,54,"Housing Inventory - Unit information (2022)",2022,"500 Block of LARKIN ST","Occupied by non-owner",,,0,1,"251-500 Sq.Ft",764.28,N,N,N,N,,No,,2022/06/22,,1912,"POINT (-122.417365507 37.782853685)",Tenderloin,5,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",NULL,NULL,NULL
-6958554503382266226,7323,59,"Housing Inventory - Unit information (2024)",2024,"0 Block of CAMBON DR","Occupied by non-owner",1995/04/01,1995,2,1,"1001-1250 Sq.Ft",$1501-$1750,N,N,N,N,,No,,2024/03/09,,1942,"POINT (-122.474581567 37.71828676)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",1501,1750,1626
5758222269699881828,7323,59,"Housing Inventory - Unit information (2024)",2024,"0 Block of CAMBON DR","Occupied by non-owner",2023/11/01,2023,3,2,"1001-1250 Sq.Ft",$4501-$4750,Y,N,N,Y,,No,,2024/03/09,,1942,"POINT (-122.474581567 37.71828676)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",4501,4750,4626
-3756055281673461180,7323,59,"Housing Inventory - Unit information (2024)",2024,"0 Block of CAMBON DR","Occupied by non-owner",2010/06/23,2010,3,2,"1001-1250 Sq.Ft",$2751-$3000,Y,N,N,Y,,No,,2024/03/09,,1942,"POINT (-122.474581567 37.71828676)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",2751,3000,2876
-5956338498688039022,7323,59,"Housing Inventory - Unit information (2024)",2024,"0 Block of CAMBON DR","Occupied by non-owner",1997/04/01,1997,2,1,"1001-1250 Sq.Ft",$2001-$2250,N,N,N,N,,No,,2024/03/09,,1942,"POINT (-122.474581567 37.71828676)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",2001,2250,2126
4916172672727016634,7323,59,"Housing Inventory - Unit information (2024)",2024,"0 Block of CAMBON DR","Occupied by non-owner",2021/03/01,2021,2,1,"751-1000 Sq.Ft",$3001-$3250,Y,N,N,Y,,No,,2024/03/09,,1942,"POINT (-122.474581567 37.71828676)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",3001,3250,3126
-8347980286738599077,0336,54,"Housing Inventory - Unit information (2022)",2022,"500 Block of LARKIN ST","Occupied by non-owner",,,0,1,"251-500 Sq.Ft",1450,N,N,N,N,,No,,2022/06/22,,1912,"POINT (-122.417365507 37.782853685)",Tenderloin,5,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",NULL,NULL,NULL
-9051042272886139812,7323,59,"Housing Inventory - Unit information (2024)",2024,"300 Block of CARDENAS AVE","Occupied by non-owner",1976/09/01,1976,2,1,"751-1000 Sq.Ft",$1001-$1250,N,N,N,N,,No,,2024/03/09,,1942,"POINT (-122.47517466 37.718948127)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",1001,1250,1126
1162545205659181564,7323,59,"Housing Inventory - Unit information (2024)",2024,"300 Block of CARDENAS AVE","Occupied by non-owner",2010/06/01,2010,1,1,"751-1000 Sq.Ft",$2501-$2750,Y,N,N,Y,,No,,2024/03/09,,1942,"POINT (-122.47517466 37.718948127)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",2501,2750,2626
7629680412577795900,7323,59,"Housing Inventory - Unit information (2024)",2024,"100 Block of GONZALEZ DR","Occupied by non-owner",2008/06/29,2008,2,1,"1001-1250 Sq.Ft",$2251-$2500,Y,N,N,Y,,No,,2024/03/09,,1942,"POINT (-122.475252563 37.717815994)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",2251,2500,2376
-1309193305846525488,7323,59,"Housing Inventory - Unit information (2024)",2024,"100 Block of GONZALEZ DR","Occupied by non-owner",2010/03/19,2010,2,1,"751-1000 Sq.Ft",$2001-$2250,Y,N,N,Y,,No,,2024/03/09,,1942,"POINT (-122.475252563 37.717815994)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",2001,2250,2126
4625078111516435181,7323,59,"Housing Inventory - Unit information (2024)",2024,"100 Block of GONZALEZ DR","Occupied by non-owner",2010/03/23,2010,2,1,"751-1000 Sq.Ft",$3751-$4000,Y,N,N,Y,,No,,2024/03/09,,1942,"POINT (-122.475252563 37.717815994)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",3751,4000,3876
1175769024198570487,7323,59,"Housing Inventory - Unit information (2024)",2024,"100 Block of GONZALEZ DR","Occupied by non-owner",1990/09/01,1990,2,1,"751-1000 Sq.Ft",$1501-$1750,N,N,N,N,,No,,2024/03/09,,1942,"POINT (-122.475252563 37.717815994)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",1501,1750,1626
2322414216726972387,7323,59,"Housing Inventory - Unit information (2024)",2024,"0 Block of CAMBON DR","Occupied by non-owner",2021/05/01,2021,1,1,"501-750 Sq.Ft",$2751-$3000,Y,N,N,Y,,No,,2024/03/09,,1942,"POINT (-122.474581567 37.71828676)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",2751,3000,2876
4710448851136237686,7323,59,"Housing Inventory - Unit information (2024)",2024,"0 Block of CASTELO AVE","Occupied by non-owner",2023/09/01,2023,1,1,"501-750 Sq.Ft",$2751-$3000,Y,N,N,Y,,No,,2024/03/09,,1942,"POINT (-122.474827217 37.717515889)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",2751,3000,2876
-338316917684522556,7323,59,"Housing Inventory - Unit information (2024)",2024,"0 Block of CAMBON DR","Occupied by non-owner",2022/12/27,2022,1,1,"501-750 Sq.Ft",$1501-$1750,Y,N,N,Y,,No,,2024/03/09,,1942,"POINT (-122.474581567 37.71828676)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",1501,1750,1626
-8373048650804346761,7323,59,"Housing Inventory - Unit information (2024)",2024,"0 Block of CASTELO AVE","Occupied by non-owner",2023/12/07,2023,1,1,"501-750 Sq.Ft",$3001-$3250,Y,N,N,Y,,No,,2024/03/09,,1942,"POINT (-122.474827217 37.717515889)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",3001,3250,3126
2337036612292193114,0336,54,"Housing Inventory - Unit information (2022)",2022,"500 Block of LARKIN ST","Occupied by non-owner",,,0,1,"251-500 Sq.Ft",1375,N,N,N,N,,No,,2022/06/22,,1912,"POINT (-122.417365507 37.782853685)",Tenderloin,5,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",NULL,NULL,NULL
8342327158897615914,7323,59,"Housing Inventory - Unit information (2024)",2024,"100 Block of GONZALEZ DR","Occupied by non-owner",2018/10/01,2018,2,1,"751-1000 Sq.Ft",$3251-$3500,Y,N,N,Y,,No,,2024/03/09,,1942,"POINT (-122.475252563 37.717815994)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",3251,3500,3376
-2720992430545180150,7323,59,"Housing Inventory - Unit information (2024)",2024,"100 Block of GONZALEZ DR","Occupied by non-owner",1975/02/16,1975,2,1,"751-1000 Sq.Ft",$751-$1000,N,N,N,N,,No,,2024/03/09,,1942,"POINT (-122.475252563 37.717815994)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",751,1000,876
-3018299159041830396,7323,59,"Housing Inventory - Unit information (2024)",2024,"100 Block of GONZALEZ DR","Occupied by non-owner",2023/04/01,2023,2,1,"751-1000 Sq.Ft",$2751-$3000,Y,N,N,Y,,No,,2024/03/09,,1942,"POINT (-122.475252563 37.717815994)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",2751,3000,2876
3100017458354832565,7323,59,"Housing Inventory - Unit information (2024)",2024,"100 Block of GONZALEZ DR","Occupied by non-owner",2010/04/01,2010,2,1,"1001-1250 Sq.Ft",$2001-$2250,Y,N,N,Y,,No,,2024/03/09,,1942,"POINT (-122.475252563 37.717815994)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",2001,2250,2126
-1847905924984629919,7323,59,"Housing Inventory - Unit information (2024)",2024,"300 Block of CARDENAS AVE","Occupied by non-owner",2013/08/18,2013,1,1,"501-750 Sq.Ft",$2251-$2500,Y,N,N,Y,,No,,2024/03/09,,1942,"POINT (-122.47517466 37.718948127)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",2251,2500,2376
914913265478305546,7323,59,"Housing Inventory - Unit information (2024)",2024,"0 Block of CAMBON DR","Occupied by non-owner",2002/05/24,2002,1,1,"751-1000 Sq.Ft",$1751-$2000,N,N,N,N,,No,,2024/03/09,,1942,"POINT (-122.474581567 37.71828676)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",1751,2000,1876
3264430388698586694,7323,59,"Housing Inventory - Unit information (2024)",2024,"0 Block of CAMBON DR","Occupied by non-owner",2009/11/09,2009,1,1,"751-1000 Sq.Ft",$1501-$1750,Y,N,N,Y,,No,,2024/03/09,,1942,"POINT (-122.474581567 37.71828676)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",1501,1750,1626
